Brewery,Name,Score,Style,ABV,Address,Lat,Lon,Link
Mikkeller Brewing Company,Mikkeller San Diego Resting Brew Face,5.0,IPA - Hazy / New England,7.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego The G.O.A.T,4.35,IPA - Imperial / Double,12.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Building Blocks,3.9,Zwickel / Keller / Landbier,5.4,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Passion Pool,4.8,Grodziskie/Gose/Lichtenhainer,4.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Stacks of Haze,4.75,IPA - Imperial / Double,8.5,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Blue Hour,2.6,Grodziskie/Gose/Lichtenhainer,5.1,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Flow Season,2.55,IPA,5.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego / Beavertown Mors Ruin,3.65,Saison,4.42,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego / Hoof Hearted Brewing Mr. Burgundy,3.85,IPA,7.5,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Trip on Wood,4.5,Abbey Tripel,9.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Don Graper,4.45,IPA - Hazy / New England,7.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Delivery Boy,4.0,Pale Ale - American,5.3,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego House Party,4.55,IPA,5.5,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Easy Ryeder,4.45,IPA,7.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego / Finback Black Tide,4.85,Porter - Baltic,9.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Mr. Mechanic,4.45,IPA,6.5,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Beer Geek Dessert,4.9,Stout - Imperial,11.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Damn Good Coffee Stout,3.6,Stout,7.5,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego When Hazy Met Sally,4.8,IPA - Imperial / Double,10.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,"Mikkeller San Diego Gose Downee Ocean, Hon",3.85,Grodziskie/Gose/Lichtenhainer,4.5,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Round Tower,4.2,IPA - Imperial / Double,9.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Murker Inc.,4.45,India Style Lager,5.9,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Mr. Smith,3.7,Pale Ale - American,5.5,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Hammerhead Corvette,4.7,IPA - Imperial / Double,10.2,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Beer Geek Brunch,4.95,Stout - Imperial,10.9,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Mr. Cloudy,4.8,IPA - Imperial / Double,9.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Fruit Face - Raspberry Coffee / Blush,4.35,Berliner Weisse,4.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Marathon Man,4.9,IPA - Imperial / Double,10.2,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Mr. Doctor,3.05,IPA - Session,4.5,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Windmill Hill,4.45,IPA - Hazy / New England,7.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Floccy Balboa,4.8,IPA - Imperial / Double,11.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,"Mikkeller San Diego Fruit Face - Black Currant, Lime Zest & Ginger",4.5,Berliner Weisse,4.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Windy Hill,4.85,IPA - Hazy / New England,7.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Vic Secret Eyes,4.45,IPA - Hazy / New England,7.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Supah Sik Spells,4.35,IPA - Imperial / Double,8.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Junius Brutus,4.7,Belgian Strong Ale,8.1,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Beer Geek Brunch O' Nuts,4.9,Stout - Imperial,10.9,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Øl Nagelfar,4.2,Barley Wine / Wheat Wine,12.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Waves IPA,4.4,IPA,7.3,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego / Cloudwater Staring At The Pie,4.2,IPA,6.4,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Lost At C's,4.35,IPA - Imperial / Double,9.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller Beer Geek Vanilla Maple Shake,5.0,Stout - Imperial,13.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Murky's Law,4.5,IPA - Hazy / New England,7.5,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Evil Twin Even More Coco Jesus,4.95,Stout - Imperial,12.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,"Mikkeller San Diego Fruit Face - Cranberry, Rhubarb & Orange",3.65,Berliner Weisse,4.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Planned Attack,4.75,IPA,7.0,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego Nurple,4.45,Sour / Wild Ale,6.5,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Mikkeller Brewing Company,Mikkeller San Diego / LIC Beer Project Big Picture,2.75,Zwickel / Keller / Landbier,5.4,"9368 Cabot Dr, San Diego, CA 92126",32.892377,-117.144732,"https://www.google.com/maps/place/Mikkeller+Brewing+San+Diego/@32.892377,-117.144732,15z/data=!4m5!3m4!1s0x0:0x29e1924759262b55!8m2!3d32.892377!4d-117.144732"
Fall Brewing Company,Fall 2 AM Bike Ride,4.6,Stout,5.0,"4542 30th St, San Diego, CA 92116",32.7600212,-117.1306071,"https://www.google.com/maps/place/Fall+Brewing+Company/@32.7600212,-117.1306071,15z/data=!4m5!3m4!1s0x0:0x24153417546fc522!8m2!3d32.7600212!4d-117.1306071"
Fall Brewing Company,Fall Jazz Hands - Watermelon,2.45,Berliner Weisse,3.6,"4542 30th St, San Diego, CA 92116",32.7600212,-117.1306071,"https://www.google.com/maps/place/Fall+Brewing+Company/@32.7600212,-117.1306071,15z/data=!4m5!3m4!1s0x0:0x24153417546fc522!8m2!3d32.7600212!4d-117.1306071"
Fall Brewing Company,Fall Plenty For All,3.3,California Common,4.9,"4542 30th St, San Diego, CA 92116",32.7600212,-117.1306071,"https://www.google.com/maps/place/Fall+Brewing+Company/@32.7600212,-117.1306071,15z/data=!4m5!3m4!1s0x0:0x24153417546fc522!8m2!3d32.7600212!4d-117.1306071"
Fall Brewing Company,Fall Crystal Mess,3.05,Pale Ale - American,5.5,"4542 30th St, San Diego, CA 92116",32.7600212,-117.1306071,"https://www.google.com/maps/place/Fall+Brewing+Company/@32.7600212,-117.1306071,15z/data=!4m5!3m4!1s0x0:0x24153417546fc522!8m2!3d32.7600212!4d-117.1306071"
Fall Brewing Company,Fall Nucular Strategery,4.05,Stout - Imperial,8.5,"4542 30th St, San Diego, CA 92116",32.7600212,-117.1306071,"https://www.google.com/maps/place/Fall+Brewing+Company/@32.7600212,-117.1306071,15z/data=!4m5!3m4!1s0x0:0x24153417546fc522!8m2!3d32.7600212!4d-117.1306071"
Fall Brewing Company,Fall Apocalypse Pony,4.5,Stout - Imperial,8.3,"4542 30th St, San Diego, CA 92116",32.7600212,-117.1306071,"https://www.google.com/maps/place/Fall+Brewing+Company/@32.7600212,-117.1306071,15z/data=!4m5!3m4!1s0x0:0x24153417546fc522!8m2!3d32.7600212!4d-117.1306071"
Fall Brewing Company,Fall Mellor Stout,2.35,Stout - Dry,5.0,"4542 30th St, San Diego, CA 92116",32.7600212,-117.1306071,"https://www.google.com/maps/place/Fall+Brewing+Company/@32.7600212,-117.1306071,15z/data=!4m5!3m4!1s0x0:0x24153417546fc522!8m2!3d32.7600212!4d-117.1306071"
Fall Brewing Company,Fall Rise Above!,2.2,Czech Pilsner (Světlý),4.9,"4542 30th St, San Diego, CA 92116",32.7600212,-117.1306071,"https://www.google.com/maps/place/Fall+Brewing+Company/@32.7600212,-117.1306071,15z/data=!4m5!3m4!1s0x0:0x24153417546fc522!8m2!3d32.7600212!4d-117.1306071"
Fall Brewing Company,Fall Speedo's Tiki Love God,2.55,Brown Ale,4.7,"4542 30th St, San Diego, CA 92116",32.7600212,-117.1306071,"https://www.google.com/maps/place/Fall+Brewing+Company/@32.7600212,-117.1306071,15z/data=!4m5!3m4!1s0x0:0x24153417546fc522!8m2!3d32.7600212!4d-117.1306071"
Fall Brewing Company,Fall Bourbon Barrel-Aged Jinxremover,3.75,Schwarzbier,8.5,"4542 30th St, San Diego, CA 92116",32.7600212,-117.1306071,"https://www.google.com/maps/place/Fall+Brewing+Company/@32.7600212,-117.1306071,15z/data=!4m5!3m4!1s0x0:0x24153417546fc522!8m2!3d32.7600212!4d-117.1306071"
Toolbox Brewing Company,Toolbox Vivian,4.25,Sour / Wild Ale,7.4,"1495 Poinsettia Ave Ste 148, Vista, CA 92081",33.1367132,-117.2290521,"https://www.google.com/maps/place/1495+Poinsettia+Ave+%23148,+Vista,+CA+92081/@33.1367132,-117.2290521,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc74ddfb5781a5:0x5272f87a559cb78d!8m2!3d33.1367132!4d-117.2268581"
Toolbox Brewing Company,Toolbox Bog Sauce,4.9,Berliner Weisse,4.5,"1495 Poinsettia Ave Ste 148, Vista, CA 92081",33.1367132,-117.2290521,"https://www.google.com/maps/place/1495+Poinsettia+Ave+%23148,+Vista,+CA+92081/@33.1367132,-117.2290521,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc74ddfb5781a5:0x5272f87a559cb78d!8m2!3d33.1367132!4d-117.2268581"
Toolbox Brewing Company,Toolbox Wollipog,4.4,Berliner Weisse,4.5,"1495 Poinsettia Ave Ste 148, Vista, CA 92081",33.1367132,-117.2290521,"https://www.google.com/maps/place/1495+Poinsettia+Ave+%23148,+Vista,+CA+92081/@33.1367132,-117.2290521,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc74ddfb5781a5:0x5272f87a559cb78d!8m2!3d33.1367132!4d-117.2268581"
Toolbox Brewing Company,Toolbox The Crevice,4.0,IPA,6.8,"1495 Poinsettia Ave Ste 148, Vista, CA 92081",33.1367132,-117.2290521,"https://www.google.com/maps/place/1495+Poinsettia+Ave+%23148,+Vista,+CA+92081/@33.1367132,-117.2290521,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc74ddfb5781a5:0x5272f87a559cb78d!8m2!3d33.1367132!4d-117.2268581"
Toolbox Brewing Company,Toolbox Eau d'vine Rouge,4.75,Sour / Wild Ale,8.0,"1495 Poinsettia Ave Ste 148, Vista, CA 92081",33.1367132,-117.2290521,"https://www.google.com/maps/place/1495+Poinsettia+Ave+%23148,+Vista,+CA+92081/@33.1367132,-117.2290521,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc74ddfb5781a5:0x5272f87a559cb78d!8m2!3d33.1367132!4d-117.2268581"
Toolbox Brewing Company,Toolbox Saison Chene Rustique d'Abricot,4.85,Sour / Wild Ale,7.8,"1495 Poinsettia Ave Ste 148, Vista, CA 92081",33.1367132,-117.2290521,"https://www.google.com/maps/place/1495+Poinsettia+Ave+%23148,+Vista,+CA+92081/@33.1367132,-117.2290521,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc74ddfb5781a5:0x5272f87a559cb78d!8m2!3d33.1367132!4d-117.2268581"
Toolbox Brewing Company,Toolbox Unite Expressions (IWCBD 2016),4.25,Sour / Wild Ale,5.7,"1495 Poinsettia Ave Ste 148, Vista, CA 92081",33.1367132,-117.2290521,"https://www.google.com/maps/place/1495+Poinsettia+Ave+%23148,+Vista,+CA+92081/@33.1367132,-117.2290521,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc74ddfb5781a5:0x5272f87a559cb78d!8m2!3d33.1367132!4d-117.2268581"
Toolbox Brewing Company,Toolbox Sangria,2.85,Berliner Weisse,4.5,"1495 Poinsettia Ave Ste 148, Vista, CA 92081",33.1367132,-117.2290521,"https://www.google.com/maps/place/1495+Poinsettia+Ave+%23148,+Vista,+CA+92081/@33.1367132,-117.2290521,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc74ddfb5781a5:0x5272f87a559cb78d!8m2!3d33.1367132!4d-117.2268581"
The Lost Abbey – The Confessional,Lost Abbey Amazing Grace,4.95,Sour / Wild Ale,8.0,"2007 San Elijo Ave., Cardiff, CA 92007",33.0221906,-117.28441,"https://www.google.com/maps/place/2007+San+Elijo+Ave,+Cardiff,+CA+92007/@33.0221906,-117.28441,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc0c1d0784aaaf:0x370fc667230a39cb!8m2!3d33.0221861!4d-117.282216"
The Lost Abbey – The Confessional,Lost Abbey Serpent's Stout - Bourbon Barrel,4.95,Stout - Imperial,13.7,"2007 San Elijo Ave., Cardiff, CA 92007",33.0221906,-117.28441,"https://www.google.com/maps/place/2007+San+Elijo+Ave,+Cardiff,+CA+92007/@33.0221906,-117.28441,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc0c1d0784aaaf:0x370fc667230a39cb!8m2!3d33.0221861!4d-117.282216"
The Lost Abbey – The Confessional,Lost Abbey Deliverance,5.0,American Strong Ale,12.5,"2007 San Elijo Ave., Cardiff, CA 92007",33.0221906,-117.28441,"https://www.google.com/maps/place/2007+San+Elijo+Ave,+Cardiff,+CA+92007/@33.0221906,-117.28441,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc0c1d0784aaaf:0x370fc667230a39cb!8m2!3d33.0221861!4d-117.282216"
The Lost Abbey – The Confessional,Lost Abbey Cuvee de Tomme,5.0,Sour Red / Brown,11.0,"2007 San Elijo Ave., Cardiff, CA 92007",33.0221906,-117.28441,"https://www.google.com/maps/place/2007+San+Elijo+Ave,+Cardiff,+CA+92007/@33.0221906,-117.28441,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc0c1d0784aaaf:0x370fc667230a39cb!8m2!3d33.0221861!4d-117.282216"
The Lost Abbey – The Confessional,Lost Abbey Carnevale (2009- ),4.85,Saison,6.5,"2007 San Elijo Ave., Cardiff, CA 92007",33.0221906,-117.28441,"https://www.google.com/maps/place/2007+San+Elijo+Ave,+Cardiff,+CA+92007/@33.0221906,-117.28441,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc0c1d0784aaaf:0x370fc667230a39cb!8m2!3d33.0221861!4d-117.282216"
The Lost Abbey – The Confessional,Lost Abbey Serpent's Stout,5.0,Stout - Imperial,11.0,"2007 San Elijo Ave., Cardiff, CA 92007",33.0221906,-117.28441,"https://www.google.com/maps/place/2007+San+Elijo+Ave,+Cardiff,+CA+92007/@33.0221906,-117.28441,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc0c1d0784aaaf:0x370fc667230a39cb!8m2!3d33.0221861!4d-117.282216"
