Brewery,Name,Score,Style,ABV,Address,Lat,Lon,Link
Port Brewing Co / The Lost Abbey - Tasting Room,Skye Strong Ale,3.5,,9.5,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Slap & Tickle,4.0,,6.1,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Smokey The Rye Beer,5.0,,7.5,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Snofaeldowen Gobum,4.0,,7.5,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Spaceman,4.3,,6.5,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Special Pale Ale (SPA),4.2,,5.8,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Spring Tide IPA,4.2,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Squints Pale Ale,3.8,,5.0,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,State Beach Blonde,4.0,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Sticky Stout,4.1,,8.0,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Strong Ale Festival 15th Anniversary Blend,3.8,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Stunna Shade Stout,4.2,,6.5,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Summer Pale Ale,4.0,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Swami's Harvest IPA,4.0,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Swamis IPA,4.0,,6.9,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Switch Stance Strong Ale,3.7,,6.8,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Synergy,4.3,,6.7,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,T Street Wheat,3.6,,3.9,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Tamarack ESB,3.0,,4.5,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Tarantulas 2.0,4.2,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,The Chronic 2011,3.5,,4.0,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,The Mother Of All Beers (Quadrupel),4.4,,10.0,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,The Road IPA,3.8,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,The Wife's Still Away Imperial IPA,4.3,,8.0,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,There And Here,3.6,,5.8,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Tovarish Imperial Espresso Stout,4.3,,11.0,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Trestles Golden,3.9,,4.0,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Trigger Hoppy,4.0,,7.4,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Truck Stout,4.0,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Tubby's Porter,3.5,,5.9,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Twerp,3.7,,4.0,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Twin Pinks,4.0,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Warm Water Wheat,3.8,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Warrior Black IPA,4.1,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Way Heavy,3.8,,8.6,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Welcome Back Wipeout,3.8,,8.4,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Whambo IPA,4.2,,7.8,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Where's My Light Saber?,3.5,,4.1,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,While The Cat's Away IPA,4.2,,6.7,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,While The Wife's Away IPA,4.1,,7.6,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Wipeout I.P.A.,4.1,,7.0,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Wipeout I.P.A. (Cascade Dry Hopped),3.8,,7.0,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Yiga's Revenge I.P.A.,3.8,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Z Man (Bourbon Barrel Aged),4.0,,,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,Z Man Stout,3.8,,7.2,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Ballast Point Brewing Company,3 Sheets Barleywine,3.8,,9.5,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Abandon Ship Smoked Lager,3.6,,6.1,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Abandon Ship W/chipotle,4.0,,7.0,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Apricot Sour,4.0,,6.6,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,BC Hout,4.2,,5.5,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,BOOb ChecK,4.0,,7.0,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Baja Session,3.0,,,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Ballast Point Rocktoberfest Lager,3.8,,5.7,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Barmy Ale,3.8,,10.7,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Beachwood BBQ 5th Anniversary Beer,3.5,,6.0,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Beachwood Blend (Hout Series),3.4,,5.4,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Big Eye Double Ginger,4.3,,7.0,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Big Eye IPA,4.1,,7.0,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Black Eye,3.5,,6.67,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Black Marlin Porter,4.0,,6.0,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Black Marlin Porter (Special Sour Version),4.2,,5.5,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Black Marlin Porter - Bourbon Barrel Aged,4.0,,5.9,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Black Marlin Porter - Cocoa Chipotle,3.4,,6.0,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Black Marlin Porter - Whiskey Barrel Aged,4.1,,6.0,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Black Marlin Porter With Cocoa Nibs,4.5,,6.0,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Bourbon Barrel Stout,4.2,,,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Brother Levonian Saison,4.0,,5.5,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
Ballast Point Brewing Company,Calico Copper Amber Ale,4.0,,5.0,"2215 India St, San Diego, CA 92101",32.727646,-117.169699,"https://www.google.com/maps/place/Ballast+Point+Brewing+Little+Italy/@32.727646,-117.169699,15z/data=!4m2!3m1!1s0x0:0x371b02edce485aee?sa=X&ved=0ahUKEwjwv_ia9d_ZAhUCxFQKHTrYCWIQ_BIIrwEwCg"
